is_rumor,is_source_tweet,text
FALSE,FALSE,BasimaFaysal PrakashKVerma sudixitca Freedworld BadatYusuf KristenMcTighe and madarsa
FALSE,FALSE,sudixitca Freedworld BadatYusuf KristenMcTighe lol faggot
FALSE,FALSE,"GaryDavis BasimaFaysal tyrannywatch sudixitca Freedworld BadatYusuf KristenMcTighe 
Not Serial KillersJihadist/MartyrsQuran."
FALSE,FALSE,LanceSilver BasimaFaysal GaryDavis tyrannywatch sudixitca Freedworld BadatYusuf KristenMcTighe SUE boards of their mosques
FALSE,FALSE,GaryDavis LanceSilver he took a oath to save lives now takes them
FALSE,FALSE,"WTEpaminondas BasimaFaysal GaryDavis tyrannywatch sudixitca Freedworld BadatYusuf KristenMcTighe
#ISLAM IS SUICIDAL ! KARMA !#"
FALSE,FALSE,"CarefulSoul Allah is not God. He was the voice inside the head of a th Century, baconeating, drunken pedophile murdering maniac."
FALSE,FALSE,mlmgms WolfSpirit sudixitca BadatYusuf KristenMcTighe you folks r displaying extremism..n you're practising stereotypical thinking.
FALSE,FALSE,zainabbiggybam WolfSpirit sudixitca BadatYusuf KristenMcTighe I think its frustration because of the extremists!
FALSE,FALSE,"zainabbiggybam Typical, they try to use our democracy against us. You learn that in the UK? mlmgms sudixitca BadatYusuf KristenMcTighe"
FALSE,FALSE,"zainabbiggybam take your Islam crap else where. Your all nothing but #Kafirphobic  
mlmgms sudixitca BadatYusuf KristenMcTighe"
FALSE,FALSE,"WolfSpirit take your islamaphobic crap else where. You are nothing but a hater and bigot. And learn to use ""your"" correctly. #jeez"
FALSE,FALSE,"WolfSpirit another thing, you should stop generalizing for god sake."
FALSE,FALSE,zainabbiggybam Islamaphobic  person who is nonMuslim who knows the truths about Islam &amp its Death Cult Manual Quran ëç U don't like that
FALSE,FALSE,"WolfSpirit no, its someone who ignorantly has created fear of Islam based on fallible words of CNN and has created a Islam hate schema"
FALSE,FALSE,"zainabbiggybam Islamic people may like this crap, Sharia Laws, but you keep that crap off our Canadian Soils! http//t.co/yBeigSuf"
FALSE,FALSE,"GaryDavis Today's moderate, tomorrow's terrorist http//t.co/eMCNGNQSQù

This is Happening All Around Us. We Must be Vigilant."
FALSE,TRUE,Pittsburgh Penguins announce they'll play the Canadian national anthem before tonight's game against Philadelphia. #ottawashooting
FALSE,FALSE,AMNews love this
FALSE,FALSE,AMNews classy
FALSE,FALSE,AMNews love this! Thank you!
FALSE,FALSE,AMNews Penguins announce they'll play the Canadian national anthem before tonight's game vs Philadelphia. #ottawashootingù #respect
FALSE,FALSE,AMNews penguins  as a #Canadiancitizen I applaud you for this.
FALSE,TRUE,"Anyone with photos or videos from today's shootings, send to RCMPNatDiv at this link http//t.co/srCYMTLtX #ottawa"
FALSE,FALSE,"RT OttawaPolice Anyone with photos or videos from today's shootings, send to RCMPNatDiv at this link http//t.co/RPEhoBJ #ottawa"
FALSE,FALSE,"OttawaPolice Anyone with photos or videos from today's shootings, send to RCMPNatDiv at this link http//t.co/IcxIXsJZVx #ottawaù"
FALSE,FALSE,"OttawaPoliceAnyone with photos or videos from today's shootings,send to RCMPNatDiv at this link http//t.co/ccSwGrg #ottawaù#onpoli"
FALSE,FALSE,"OttawaPolice Anyone with photos or videos from today's shootings, send to RCMPNatDiv at this link http//t.co/YmZRsAPn #ottawaù"
FALSE,FALSE,"OttawaPolice Anyone with photos or videos from today's shootings, send to RCMPNatDiv at this link http//t.co/OPBgcmXp #ottawaù"
FALSE,TRUE,All of MLB joins the BlueJays in thinking of those affected by†today's tragedy in Ottawa.
FALSE,FALSE,MLB Thank you
FALSE,FALSE,MLB BlueJays What happened?
FALSE,FALSE,Sasukalove MLB BlueJays Shootings in Ottawa.  victims but one died who was a soldier. Was guarding our war memorial /
FALSE,FALSE,Sasukalove MLB BlueJays shooting at our parliament buildings in Ottawa. Soldier was killed.
FALSE,FALSE,MLB BlueJays &lt
FALSE,FALSE,MLB bluejays pure class
FALSE,FALSE,Huh? MLB All of MLB joins the BlueJays in thinking of those affected by today's tragedy in Ottawa.ù
FALSE,FALSE,MLB RiellyGood BlueJays really? So this means that there will be a moment of silence?
FALSE,FALSE,MLB YA AINT GIVE A FUCK WHEN THE MIKE BROWN WAS KILLED AND THE Cardinals WERE BEING RACIST TO THE PROTESTORS!!! FUCK YOU MLB
FALSE,FALSE,"MLB BlueJays my apologies to mlb, thank you very much for your support!"
FALSE,FALSE,kreyon MLB Cardinals classy
FALSE,FALSE,"MLB BlueJays You won't recognize it tonight though, eh?"
FALSE,FALSE,MLB  BlueJays where is the moment of silence during the world series? Disgusting. Canada always respects the US but it's never returned.
FALSE,FALSE,jonmorosi BlueJays So hey there MLB were you thinking of maybe having a moment prior to game # of the WORLD series tonight?
FALSE,FALSE,MLB All of MLB joins the BlueJays in thinking of those affected by†today's tragedy in Ottawa.ù
FALSE,FALSE,MLB shame you honor them by doing nothing during the largest staged baseball event. Shame on #MLB.
FALSE,FALSE,"MLB Truly disappointed that nothing was done during pregame to honour those in Ottawa today. This league is in two countries, not one."
FALSE,FALSE,MLB All of MLB joins the BlueJays in thinking of those affected by†today's tragedy in Ottawa.ù Wilnerness
FALSE,TRUE,Just saw a member of the public go up to a CF member and shake his hand and thank him for his service. #nice #OttawaShooting CTVNews
FALSE,FALSE,PeterAkmanCTV CTVNews Should happen more often #RealLifeHeroes
FALSE,FALSE,PeterAkmanCTV CTVNews God Bless all our Canadian Forces Personnel!
FALSE,FALSE,PeterAkmanCTV CTVNews I'm British &amp I certainly bow down to you Canadians. We will fight this together&ampprevail. Heads up all.
FALSE,TRUE,UPDATE  dead in #Houston hospital shooting http//t.co/UJYBCHsE
FALSE,FALSE,FoxNews Our viewers voted on the most fashionable jewelry you can get!! Check it out  &gt http//t.co/AMvXcQKn
FALSE,FALSE,"FoxNews rednecks can't fight so got to have a gun
Don't make them a man.
Makes them a coward."
FALSE,FALSE,FoxNews another case of an unarmed sheep. so sad
FALSE,FALSE,"FoxNews SHOOTING AU TEXAS, DANS UN HîPITAL!    WilliamReymond"
FALSE,FALSE,"FoxNews Oh look, another shooting in a ""gun free zone"". Guess the ""No guns"" signs were not big enough!"
FALSE,FALSE,FoxNews UPDATE  dead in #Houston hospital shooting http//t.co/PveHpTXfmù Wtf
FALSE,FALSE,Possible murdersuicide at hospital pharmacy. RT FoxNews UPDATE  dead in #Houston hospital shooting http//t.co/qYfgzrL
FALSE,FALSE,FoxNews UPDATE  dead in #Houston hospital shooting http//t.co/WzfRZhEù
FALSE,FALSE,nottaberry It was an apparent murder suicide inside the pharmacy.
FALSE,FALSE,what are all these shootings∞ RTFoxNews UPDATE  dead in #Houston hospital shooting http//t.co/pKwHtHgmù
FALSE,FALSE,testifyy What heck?!!! Smh
FALSE,FALSE,FoxNews not much information here about anything 
FALSE,FALSE,#wtf FoxNews UPDATE  dead in #Houston hospital shooting http//t.co/CAwAqikù
FALSE,FALSE,What's an atrocity in Ottowa is just a normal day with the #SecondAmendment in the USA. FoxNews PinkPanther
FALSE,FALSE,FoxNews that is sad to hear what happen in Houston condolences to the victims family
FALSE,FALSE,FoxNews why isn't this on five live
FALSE,FALSE,"FoxNews Houston... the Chicago of Texas. Yes, it has a Democrat mayor. Shocking, huh?"
FALSE,FALSE,"""FoxNews UPDATE  dead in #Houston hospital shooting http//t.co/HvisxXY"""
FALSE,FALSE,"philringo FoxNews my guess, the victims are probably a minority. Just a guess though"
FALSE,FALSE,ATMiddleton FoxNews I know... 
FALSE,TRUE,Sending thoughts and prayers to everybody in Ottawa. #OttawaStrong #CanadaStrong http//t.co/CGUsWJqUl
FALSE,FALSE,"sskroughriders CFL God Bless our neighbors to the North, we are with you all the way #OttawaStrong http//t.co/dDTsEIAxR"
FALSE,FALSE,sskroughriders so sad!!  I am so proud tobe Canadianô  My toughts and prayers go out to the victims and their families!
FALSE,FALSE,sskroughriders Sending thoughts and prayers to everybody in Ottawa. #OttawaStrong #CanadaStrong http//t.co/ELVdJBscsù ùçÅ
FALSE,FALSE,sskroughriders Sending thoughts and prayers to everybody in Ottawa. #OttawaStrong #CanadaStrong http//t.co/kLAGPUlù
FALSE,TRUE,"Atlantic #cadet programs cancelled, other cadets advised to not wear uniform but show up in business casual. #OttawaShooting"
FALSE,FALSE,CBCAlerts BlueRaveFinn Odd that they would cancel  I imagine many cadets are feeling in need of support right now.
FALSE,FALSE,CBCAlerts Smart to tell him NOT to wear their uniforms.
FALSE,FALSE,"CBCAlerts I understand why for their safety, but I feel the Uniform defies who they are. Willing to stand on guard for there country"
FALSE,FALSE,CBCAlerts jeffdottessier called it
FALSE,FALSE,CBCAlerts good call
FALSE,TRUE,"Ottawa, you've been on my mind all day. Keeping you in my heart. #StaySafeOttawa http//t.co/vTtrdzs"
FALSE,FALSE,HockeyBabbler ryanclassic This is amazing! &lt from Ottawa
FALSE,FALSE,HockeyBabbler Thanks for this.
FALSE,FALSE,"Ottawa, you've been on my mind all day. Keeping you in my heart. #StaySafeOttawa http//t.co/LnUGrFmù Awesome. Thank you HockeyBabbler"
FALSE,FALSE,"HockeyBabbler Awwww, thanks &lt"
FALSE,FALSE,HockeyBabbler this is too cute
FALSE,FALSE,HockeyBabbler This is awesome 
FALSE,FALSE,HockeyBabbler &lt
FALSE,FALSE,BonksMullet You're very welcome. Please stay safe.
FALSE,FALSE,HockeyBabbler &lt
FALSE,FALSE,"CKCSpanielmom You're very welcome. If you're in Ottawa, please be safe! &lt"
FALSE,FALSE,AshIeyysuxx Thank you! D
FALSE,FALSE,JMokioki &lt &lt
FALSE,FALSE,HockeyBabbler *hugs Captain Boobble* Sweetest tweet today.
FALSE,FALSE,"queenscot Thank you. D If you're in the city, I hope you're safe and secure. My heart goes out to Canada as a whole today."
FALSE,FALSE,HockeyBabbler Love you Boo.
FALSE,FALSE,"HockeyBabbler all the things I saw today, that made me squirt a couple tears. Thank you."
FALSE,FALSE,HockeyBabbler JackieDee Talk about classic. Way to go.
FALSE,FALSE,"matty Thank you, that means a lot to me. I see you're in Ottawa  hope you and yours are somewhere safe right now. &lt"
FALSE,FALSE,JoeSkeen JackieDee Thank you. D
FALSE,TRUE,Our thoughts are with everyone in Ottawa and those affected by today's events. #OttawaStrong
FALSE,FALSE,LAKings waaaa
FALSE,FALSE,LAKings Our thoughts are with everyone in Ottawa and those affected by today's events. #OttawaStrongù
FALSE,FALSE,LAKings SunGarrioch Thank you LA!
FALSE,FALSE,LAKings thank you!
FALSE,FALSE,LAKings #OttawaStrong My heart breaks  Cpl. Cirillo &amp his family/friends. Prayers and salute fm across the border. USN Ret.
FALSE,FALSE,"LAKings thank you la , reasons why I respect and love the usa , you are with us in good and bad times #northamericastrong"
FALSE,FALSE,LAKings Stay strong Ottawa.  We stand together!!!
FALSE,FALSE,LAKings Our thoughts are with everyone in Ottawa and those affected by today's events. #OttawaStrongù
FALSE,FALSE,LAKings The good wishes help.
FALSE,FALSE,LAKings you guys are all class! Thank you
FALSE,FALSE,LAKings Stay Strong Ottawa.
FALSE,TRUE,"Kudos to penguins, both national anthems to be played tonight before FlyersPens game as gesture to Ottawa tragedy"
FALSE,FALSE,"RT RealESPNLeBrun Kudos to penguins, both national anthems to be played tonight before FlyersPens game as gesture to Ottawa tragedy"
FALSE,FALSE,RealESPNLeBrun Every NHL city should play both before every game.
FALSE,FALSE,"ëçëçëç RT RealESPNLeBrun Kudos to penguins, both national anthems to be played tonight before FlyersPens game as gesture to Ottawa tragedy"
FALSE,FALSE,RealESPNLeBrun ESPNJoeyMac penguins Well done #Pens
FALSE,FALSE,RealESPNLeBrun tenorman penguins this should be done anyway! But still a classy move.
FALSE,FALSE,"Dear MLB .. RealESPNLeBrun Kudos to penguins, both national anthems to be played before FlyersPens game as gesture to Ottawa tragedyù"
FALSE,TRUE,"From Ottawa police, a map of the downtown Ottawa safety perimeter. #cbcOTT #OTTnews http//t.co/VMGdZgG"
FALSE,FALSE,"Close to home. RT CBCOttawa From Ottawa police, a map of the downtown Ottawa safety perimeter. #cbcOTT #OTTnews http//t.co/QweLvdmLbù"
FALSE,FALSE,CBCOttawa there are still people in lock down there. Are police still clearing buildings?
FALSE,FALSE,CBCOttawa LehnerFaithful So how does anyone swimming in that water know whether or not they're in the area?
FALSE,FALSE,nickgarciataria you shouldn't be swimming in there at all tbh
FALSE,FALSE,LehnerFaithful That is true. Just weird how the perimeter includes some of the water.
FALSE,FALSE,nickgarciataria I think they're talking more the road area what people want to avoid
FALSE,FALSE,"CBCOttawa From Ottawa police, a map of the downtown Ottawa safety perimeter. #cbcOTT #OTTnews http//t.co/gxUxMwjHùsorayapremji"
FALSE,FALSE,"CBCOttawa From Ottawa police, a map of the downtown Ottawa safety perimeter. #cbcOTT #OTTnews http//t.co/quDWrhtZù"
FALSE,FALSE,ChelseaBuddy CBCOttawa they've just reinstated the lockdown.
FALSE,FALSE,"christinekasnak that's what we just read, glad Blondie is home.
I guess they're are doing building searches"
FALSE,TRUE,"Ottawa shooting How events unfolded, First shots fired at  a.m. at the War Memorial
http//t.co/cUzepktlxx http//t.co/ehToHhFz"
FALSE,FALSE,CBCNews this vagueness is frustrating.
FALSE,FALSE,CBCNews
FALSE,FALSE,CBCNews so sad. It's a tragedy
FALSE,FALSE,"CBCNews THESE ACT OF LAWLESSNESS SHALL&ampMUST STOP. I,CALL ON EVERYONESTAND OUR BROTHERS GUIDE,REPORT ANY SUSPECTED ISIS DAUTHORITY NEAR U"
FALSE,TRUE,Pittsburgh will play the Canadian National anthem before tonights game in support of Ottawa. This makes me happy. êçÅ http//t.co/mwCqrSHbG
FALSE,FALSE,Hornyqvist Yes Pens!
FALSE,FALSE,Hornyqvist every Team Shoud do that today
FALSE,FALSE,Hornyqvist Ya
FALSE,FALSE,Hornyqvist bless ôè
FALSE,FALSE,Hornyqvist very classy of the Penguins to do that! #CanadaStrong #OttawaStrong
FALSE,FALSE,Hornyqvist ëçëçëçëçëçëçëç 
FALSE,FALSE,Hornyqvist My mom is military in Ottawa and says she apreciate the Support
FALSE,TRUE,True north STRONG and free. Stay safe Ottawa. #PrayForOttawa #CanadaStrong ìçÅì http//t.co/qdoYTQ
FALSE,FALSE,ImThatGentleman True north STRONG and free. Stay safe Ottawa. #PrayForOttawa #CanadaStrong ìçÅì http//t.co/jhjCezaFù
FALSE,FALSE,ImThatGentleman True STRONG and free. Stay safe Ottawa. #PrayForOttawa ìçÅì http//t.co/iHllxrHXLWùI would stand beside you all tomorrow !
FALSE,FALSE,ImThatGentleman True north STRONG and free. Stay safe Ottawa. #PrayForOttawa #CanadaStrong ìçÅì http//t.co/cAniGfbSù Keepinyour prayers
FALSE,FALSE,ImThatGentleman amen to that
FALSE,FALSE,ImThatGentleman True north STRONG and free. Stay safe Ottawa. #PrayForOttawa #CanadaStrong ìçÅì http//t.co/bkbEyEYjùùÔ∏è
FALSE,FALSE,ImThatGentleman True north STRONG and free. Stay safe Ottawa. #PrayForOttawa #CanadaStrong ìçÅì http//t.co/NdaqOwBaQù
FALSE,FALSE,ImThatGentleman Thank you.
FALSE,FALSE,"KSKSJSJJS
ImThatGentleman True north STRONG and free. Stay safe Ottawa. #PrayForOttawa #CanadaStrong ìçÅì http//t.co/FUtQbPlNù"
FALSE,TRUE,Obama on the Ottawa shooting 'We're all shaken by it' http//t.co/VMkAiqto http//t.co/UNDhjFWM
FALSE,FALSE,CP TamrikoT  especially Obama
FALSE,FALSE,CP this is a fucking set up. They want our guns people so we can't defend ourselves from the coming police state. Wake the fuck up.
FALSE,FALSE,CP a poor old man......
FALSE,FALSE,CP  i bet he doesn't even know where #OttawaShooting is
FALSE,FALSE,CP firstatheist we know that brother...use your last days to rock the shit outta this world man...
FALSE,FALSE,CP firstatheist and I don't mean bomb them...feed them...rock the world...show food to fathers whose children are starving...
FALSE,FALSE,CP Obama on the Ottawa shooting 'We're all shaken by it' http//t.co/DsttfMvw http//t.co/reJmtfù Nathan Cirillopray for family
FALSE,FALSE,CP chuddles gosh I wish I can shake the hell out of him
FALSE,FALSE,CP THE PRESIDENT IS SHAKEN BY IT..WRONG WORDS..EVERYTHING HAS CHANGED NOW..EVERYTHING..STOP ISIS NOW..BEFORE MORE RADICAL CONVERTS KILL!
FALSE,FALSE,CP shaken. You just look constipated...
FALSE,FALSE,CP did it interrupt a golf game?
FALSE,TRUE,Canada's Coverage of the Ottawa Shootings Put American Cable News to Shame http//t.co/DWmpRqb
FALSE,FALSE,MotherJones as if our cable news networks can feel shame
FALSE,FALSE,"MotherJones sivavaid Not just cable, all online outlets! nytimes kept up mall report, tweeted ""coordinated"" after RCMP retracted."
FALSE,FALSE,MotherJones Canada's Coverage of the Ottawa Shootings Put American Cable News to Shame http//t.co/zMrzhBxCy
FALSE,FALSE,MotherJones No surprise there.
FALSE,FALSE,MotherJones Salsalito Let's hope that Cdn Politicians don't react as their US counterparts have done in similar situations #MaintainRights
FALSE,FALSE,thesticksooke MotherJones Here here calm is important to maintaining rights.  #maintainrights.
FALSE,FALSE,MotherJones Canada's Coverage of the Ottawa Shootings Put American Cable News to Shame http//t.co/RzatyTeFxù well done CBS
FALSE,FALSE,I watched as Peter said this. RT MotherJones Canadaôs Coverage of Ottawa Shootings Put American Cable News to Shame http//t.co/iMLyaKyWz
FALSE,FALSE,MotherJones Canada's Coverage of the Ottawa Shootings Put American Cable News to Shame http//t.co/rkKnWELGLZù Thoughts are with #Ottawa
FALSE,FALSE,thesticksooke some of the noises being made sound all too familiar I hope that nothing rash is done.
FALSE,FALSE,"MotherJones I can assure you, your applause is grossly premature. The MSM/political ""terror"" nexus is predictably at play."
FALSE,FALSE,MotherJones CarlosAlvarez I am certainly proud of Canada's amazing reserve when it counts. No sensationalism no bravado only business
FALSE,FALSE,I agree wholeheartedly. MotherJones Canada's Coverage of the Ottawa Shootings Put American Cable News to Shame http//t.co/ndZMwHCFBBù
FALSE,FALSE,teganandsara MotherJones Couldn't agree more!
FALSE,FALSE,teganandsara MotherJones jameswest We suck 
FALSE,FALSE,"teganandsara MotherJones Credible, respectful &amp accurate reporting."
FALSE,FALSE,hmm. RT MotherJones Canada's Coverage of the Ottawa Shootings Put American Cable News to Shame http//t.co/aMTBgxSxc
FALSE,FALSE,useless MJ making wrong comparison https//t.co/BPzRXKibY MotherJones Canada Coverage of Ottawa Shooting Put American Cable News to Shame
FALSE,FALSE,"SqarerootofeviL MJ is Michael Jackson, right ?"
FALSE,FALSE,GtheExaminer *moonwalks*
FALSE,FALSE,.teganandsara germanrlopez MotherJones jameswest it's almost like one is staterun and one is for profit.
FALSE,FALSE,teganandsara MotherJones #CheneyNext!
FALSE,TRUE,Ottawa police say this area of downtown/Hill See MAP still under securityperimeter lockdown as of  pm ET http//t.co/UbqxUlRqnI
FALSE,FALSE,"stevenchase, I'm the producer Open House Aust radio show. Want to cross to u live at pm re Ottawa Shooting. Pls DM if avail. Cheers."
FALSE,TRUE,Watch CBCNews coverage of the Ottawa shootings put American cable news to shame. My summary http//t.co/fOhssdu via motherjones
FALSE,FALSE,jameswest too bad the conservatives are dismantling CBC
FALSE,FALSE,"jameswest MotherJones As a relocated Canadian, this is why I still insist on getting my news through CBCNews."
FALSE,FALSE,jameswest most of CBC board are Conservative contributors. And this happened http//t.co/OezBbN
FALSE,FALSE,jameswest MotherJones CBCNews of course! I love watching news when i'm there  their media seeks inform their populace 
FALSE,FALSE,jameswest MotherJones CBCNews It's certainly not the FIRST time.
FALSE,FALSE,"jameswest CBCNews MotherJones raulpacheco To be fair, American cable news sets a reeeallyy low bar."
FALSE,FALSE,".TheTattooedProf jameswest CBCNews MotherJones indeed, though feel proud of Canadian's reporting rather than that of US outlets"
FALSE,FALSE,raulpacheco jameswest CBCNews MotherJones as you should be. It's quite good
FALSE,FALSE,jameswest CBCNews MotherJones consciousness deserts a skilled act.
FALSE,FALSE,"jameswest MotherJones You're judging CBC against the entire U.S. cable network field? One org errors, who field blamed #logicerror"
FALSE,FALSE,"jameswest MotherJones Also, statesponsored CBC doesn't have same pressure as U.S.'s many private news stations."
FALSE,FALSE,"jameswest MotherJones That said, I'll admit there is something icky ab U.S. cable news. But there are logic fallacies in piece."
FALSE,FALSE,jameswest on vaca in NYCWatched a bit of coverage on CNN in NYC. U hit the nail on the head.Missed CBC today. http//t.co/udXxvaoy
FALSE,TRUE,The Canadian anthem will be performed at FlyersPenguins tonight in support of Ottawa http//t.co/LgRFhXTYx http//t.co/kGnobbca
FALSE,FALSE,SBNation beat the #WarDrum &amp beat it loud &amp proud.
FALSE,FALSE,SBNation Thank You! LucMatte
FALSE,FALSE,SBNation Did we play the Yemen national anthem at sporting events when US drones killed  civilians going to a wedding? #OttawaShooting
FALSE,FALSE,Jollymon SBNation Are the mority of the players on those teams from Yemen?
FALSE,FALSE,SBNation BaileyLAKings #respect #PrayForOttawa
FALSE,FALSE,SBNation isn't it always performed at hockey games?
FALSE,FALSE,SBNation smitchely would be nice to see something like that at the baseball game.
FALSE,FALSE,TDoo SBNation Only when a Canadian team plays. Never when  U.S. teams play. NHLFlyers penguins  PURE CLASS. Thankyou
FALSE,FALSE,SBNation Should be entire NHL
FALSE,FALSE,Batgrenade SBNation Are the mority of people human beings? We tend to rate the value of life by skin color. Try again.
FALSE,FALSE,oh jesus RT SBNation The Canadian anthem will be performed at FlyersPenguins tonight in support of Ottawa
FALSE,FALSE,SBNation billybong this made me cry
FALSE,FALSE,SBNation billybong again
FALSE,FALSE,SBNation ugottabekiddin Beautiful gesture! I'll be watching.
FALSE,FALSE,"SBNation The Canadian anthem will be performed at FlyersPenguins tonight .
How about those gun laws now?#lawabidinggunowner"
FALSE,FALSE,"Jollymon SBNation who cares about Yemenis. Have you ever even been to the Middle East? Drone strikes hit CT targets, not civs"
FALSE,FALSE,MauryCompson SBNation no he's doing the Mexican anthem lol
FALSE,FALSE,Jollymon Batgrenade SBNation Being Canadian has nothing to do with skin color
FALSE,FALSE,ATB Batgrenade SBNation Try to miss the point more.
FALSE,FALSE,Jollymon SBNation but what the hell does the country of Yemen have to do with the NHL...? Nothing.
FALSE,FALSE,Batgrenade SBNation Did I say NHL or sporting event? Reading comprehension. Try it.
FALSE,FALSE,BreauxDC SBNation Im a prior service Marine. What do you think I know about foreign policy? What do you know? Or your eagle avatar?
FALSE,FALSE,Jollymon you didn't say you'd been to the Middle East or not. I take it not.
FALSE,FALSE,BreauxDC waiting to see yours first chickenhawk.
FALSE,FALSE,"Jollymon lol. Figures.  Yea been to Iraq. Again, take it you haven't. And pro killing yemeni CT targets doesn't make me a chicken hawk."
FALSE,FALSE,"BreauxDC They were civilians, and last I checked we werent at war with Yemen. And I take no credence in what you say. So theres that."
FALSE,FALSE,Jollymon  AUMF we strike what we want. When were you in the Middle East former marine...
FALSE,FALSE,"TDoo SBNation // I thought the same thing. Alway used to hear both, but that was CHL"
FALSE,FALSE,Jollymon SBNation Last time I checked Canada didn't harbor known terrorists.
FALSE,TRUE,"Kurdistan is with you Canada &amp Israel, we are fighting ISIS right now.
#TwitterKurds #Ottawa #Jerusalem #Kobane ISIL http//t.co/XbWSIeFD"
FALSE,FALSE,"ArezRamazani Canadabuster our boys are on the way, stand strong friend"
FALSE,FALSE,ArezRamazani HackmanWatch yours is the most pressing of these! Let no one forget that! #IsraelisforKurdishVictory
FALSE,FALSE,"ArezRamazani AntiPKK Kurdistan is going to be a pipe dream, filth like you will make sure of that!"
FALSE,FALSE,ArezRamazani But in return r they supporting Khurdhish people ?
FALSE,FALSE,"suryakanthreddy ArezRamazani You bet they are,  unlike most Arabs and Turks."
FALSE,FALSE,ArezRamazani .Israel is. Real enemy of Muslims...
FALSE,FALSE,jmschrch arezramazani canadabuster we got your back also lets do this hooah!!!
FALSE,FALSE,"ArezRamazani SuleimanDawood u prick,ur not fighting #IS, they're fighting u! All u did is lick assess &ampbeg helpso just sit down&ampshut up"
FALSE,FALSE,ArezRamazani sirtatters  UNITED against terror !
FALSE,FALSE,ArezRamazani Said by a kurd. Crash in kurdish wedding https//t.co/UHyrmMLtI  bashi bashi
FALSE,FALSE,"ArezRamazani Ainodmilivado Berry is sending ISIS weapons,food,&amp missing with bombs."
FALSE,FALSE,"BJaybennet suryakanthreddy ArezRamazani My Grt.Grn.dad escape Turk.early s,tortured for faith.Turk.are evil muslooms."
FALSE,FALSE,ArezRamazani Wondering what the UN is waiting!  MargieInTelAviv
FALSE,FALSE,"ArezRamazani richiesalter We support you right back, brave people #IsraelisforKurdishVictory"
FALSE,FALSE,"DedushkaRiots You'll be surprised by the Kurds, like Arabs were surprised by Jews in . ArezRamazani"
FALSE,FALSE,"ynkutner ArezRamazani Arabs were not surprised by the Jews, or by the Kurds, you have been spoon feed a reality that does not exist!"
FALSE,FALSE,"ynkutner ArezRamazani You fought a foe, we r fighting now. They never wanted  fight Ask Kurd, they get that now, u will too, just wait!"
FALSE,TRUE,When you've planned a school shooting but realise you're too fat to run away from the police http//t.co/PjWYPjMmI
FALSE,FALSE,RT Miker When you've planned a school shooting but realise you're too fat to run away from the police http//t.co/BLFkPXhSBM / Ç
FALSE,FALSE,Miker When you've planned a school shooting but realise you're too fat to run away from the police http//t.co/okIchOùÇÇÇÇ
FALSE,FALSE,Miker When you've planned a school shooting but realise you're too fat to run away from the police http//t.co/pYDtxXnùGageWeed u
FALSE,FALSE,Piperrr Miker fuck off
FALSE,FALSE,Miker When you've planned a school shooting &amp realise ur too fat to run away from the police http//t.co/Ufrfdpzù AlexisMelaniaa
FALSE,FALSE,Miker When you've planned a school shooting but realise you're too fat to run away from the police http//t.co/XKFYCYunù ÇÇÇ
FALSE,FALSE,TytiannaMaple Miker ÇÇÇÇ what are you trying to sayÇÇ≠
FALSE,FALSE,AlexisMelaniaa I saw it and thought it was funnyÇ≠Ö
FALSE,FALSE,TytiannaMaple ÇÇ that's you dude≥Ç
FALSE,FALSE,AlexisMelaniaa bruh chill out I'm not fat ë
FALSE,FALSE,GageWeed Miker wow ok
FALSE,FALSE,I....  RT Miker When you've planned a school shooting but realise you're too fat to run away from the police http//t.co/DLIypDKK
FALSE,FALSE,Miker When you've planned a school shooting but realize you're too fat to run away from the police http//t.co/HOANiFVXTù wtffff 
FALSE,FALSE,mvrixh When you've planned a school shooting but realise you're too fat to run away from the police http//t.co/AqnHxxalù ÇÇÇù ÇÇ
FALSE,FALSE,Miker  http//t.co/lsMxAwMLhrù bro it looks like Alex ÇÇÇ DakotaLaFrizz
FALSE,FALSE,Miker iDavidAlexander omfg
FALSE,FALSE,Lmfao RTMiker When you've planned a school shooting but realise you're too fat to run away from the police http//t.co/dEbMPwCA
FALSE,FALSE,kodymack when you're listening to . and they don't play any blink 
FALSE,FALSE,Miker When you've planned a school shooting but realise you're too fat to run away from the police http//t.co/AaetrslMhùÇÇ
FALSE,FALSE,kaylachappell LMFAOO
FALSE,TRUE,Ottawa Canada identifies the gunman who is probably Muslim but that will not be mentioned. http//t.co/GUIYHsGEY http//t.co/lieEzhfR
FALSE,FALSE,"LoriPatriot Larryputt Yeah, but we're bigoted if we screen Muslims at airports."
FALSE,FALSE,"LoriPatriot   And the occupant of the WH is Muslim. 

 rmackx"
FALSE,FALSE,kansasauthor Larryputt Our tax dollars are going to Muslim foot washing stations in bathrooms &amp praying rooms. http//t.co/VhtBmWih
FALSE,FALSE,LoriPatriot Think there is any connection?
FALSE,FALSE,"NickLosAngeles rmackx As per Rev Wright interview, Obama never denounced his Muslim faith. He embraced Black Liberation Marxist theology"
FALSE,FALSE,NickLosAngeles rmackx The Marxists could not get blacks to give up their love for Jesus so they told them Muslim Marxists lied to them.
FALSE,FALSE,"NickLosAngeles rmackx Pushed the ""collective salvation"" bull. Marxist Muslims at MLK speeches too. Infiltrated http//t.co/IABmoEQAr"
