is_rumor,is_source_tweet,text
FALSE,FALSE,CNNVideo CNN OutFrontCNN He locked the door from the inside???
FALSE,FALSE,SamJoseph was it him... A look alike? AC
FALSE,FALSE,CNNVideo OutFrontCNN This will prompt major changes in aircraft safety.
FALSE,FALSE,"pattybgood AC If I am not wrong, there could be an accomplice inside the aircraft. Co Pilot won't just crash without any motive."
FALSE,FALSE,SamJoseph totally agree
FALSE,FALSE,"SamJoseph pattybgood 
Yes, I think so... / _  )"
FALSE,FALSE,Kids_Schoolbus pattybgood Or it could be another man who crashed with both the pilots outside the cockpit../ style attack..
FALSE,FALSE,"SamJoseph pattybgood 

God bless you"
FALSE,FALSE,CNNVideo CNN OutFrontCNN another Christian or atheist terrorist who wont be labled as terrorist but physio. Isn't it?
FALSE,FALSE,"pattybgood SamJoseph 
I can't stop crying, it's really shocking..."
FALSE,FALSE,Kids_Schoolbus SamJoseph He heals the brokenhearted and binds up their wounds Ps 
FALSE,FALSE,CNNVideo OutFrontCNN i thought it was a second lock kick in
FALSE,FALSE,CNNVideo CNN OutFrontCNN now crazy people in the world know that crew members have the access code for the cockpit Fail
FALSE,FALSE,"SamJoseph CNNVideo CNN OutFrontCNN yeah you right, so I think too..."
FALSE,TRUE,A tribute to the lives lost on Germanwings Flight  next on AC http//t.co/zDHWFpYN
FALSE,FALSE,AC The home base should be able to LOCK &amp UNLOCK the pit's door like a GPS system for emergency's
FALSE,FALSE,"AC  ...Further, they should be able to take over control's for emergeny situation's via satellite"
FALSE,FALSE,AC wonderful considered nonsensationalistic coverage with richardquest. Thank you GermanWingsCrash U
FALSE,FALSE,AC A tribute to the lives lost on Germanwings Flight  next on AC http//t.co/zerdccpù
FALSE,FALSE,AC STOP THIS AT NAUSEUM STORY ABOUT THE PLANE CRASH.
FALSE,FALSE,AC why no info yet on pilot's lover and family life recently as vital re suicide
FALSE,FALSE,Tragic Indeed R.I.P. AC A tribute to the lives lost on Germanwings Flight  next on AC http//t.co/pAHHKUù cnni CBCNews
FALSE,FALSE,AC put the bathroom in the cockpit make it bigger.maybe block first class lav for pilots only
FALSE,FALSE,AC So so sad I wish I could fix this so it did not happen .. My God be with them all Amen
FALSE,TRUE,"Germanwings black box data released in  hrs but MH data not released after  months Why?
http//t.co/ZaNamXvng http//t.co/UWBfUu"
FALSE,FALSE,Ian &lt obvious Putin troll &amp liar as MH data released  months ago  http//t.co/CIcHAVJo http//t.co/MQuBcIavh
FALSE,FALSE,"Ian If, by hiding truth on germanwings, Germany doesn't protect its label ""Top Quality"", Germany will be  poor as Zimbabwe in  yz"
FALSE,FALSE,Ian Shouldn't comment actually cause I can't read your article without glasses. Later and btw thanks ≥ NederlandMHgeheim
FALSE,FALSE,Ian &lt Despicable Putin trolls capitalizing on Germanwings tragedy to promote lies about MH. Disrespectful of victims of both.
FALSE,FALSE,"Ian GUN CONTROL? IF a Pilot of a plane kills , should the Governments ban Planes like they ban Guns? Just thinking...."
FALSE,FALSE,"ASpinOfTheWheel Ian Dutch released nothing, signed NDA with the zionazi junta in kiev to suppress unfavourable evidence bullshitter"
FALSE,FALSE,Ian mkj have they recovered the FDR memory card yet? Germanwings
FALSE,FALSE,"missingsnowman Ian I don't know, sorry"
FALSE,FALSE,ian Germanwings A's crash? http//t.co/yTAEdqyh
FALSE,FALSE,ASpinOfTheWheel Ian and you are nazi Poroshenko troll
FALSE,FALSE,ASpinOfTheWheel  does structural damage caused by highenergy objects that penetrated aircraft from outside proves any Putin's involvement?
FALSE,FALSE,lawandsea http//t.co/nAutaVxct
FALSE,TRUE,It could be better to have zero pilots in a cockpit instead of one http//t.co/igZboPOn Germanwings http//t.co/JbAIMuKk
FALSE,FALSE,Slate this is the Slateist of all Slate headlines.
FALSE,FALSE,Slate the whole cockpit deal has always been scary...this makes it even more scary...and  innocent people are dead...CAMERAS in the cp.
FALSE,FALSE,Slate god shut up.
FALSE,FALSE,Slate This kind of thing might speed the development
FALSE,FALSE,"Slate Yes of course, hand our lives over to robots"
FALSE,FALSE,Slate Are planes that can scan obstructions a mile out/below not possible? Seems like overriding pilot control would not be that difficult?
FALSE,FALSE,mpmaddog Slate codes enter override. Pilot AND Copilot must act in unison  disengage. Backup ground &ampsat sigs force safe hover
FALSE,TRUE,Here's why the Germanwings crash scenario is less likely in the U.S. http//t.co/BTnZbsEoT http//t.co/kYSgGcDav
FALSE,FALSE,NBCNews GermanWings A PilotsNoFlyNoseDoors http//t.co/zmhXhmea OffCourse BarcelonaDusseldorf DrEd http//t.co/uBwbqAmJn
FALSE,FALSE,NBCNews GermanWings FPhantom crash mph hits ConcreteWall DrEd https//t.co/wOhFkKxhm From https//t.co/ObfUfQRD
FALSE,FALSE,NBCNews Have you forgot . allready?
FALSE,FALSE,NBCNews not really accurate. the remaining pilot could knock the FA unconscious. That's not the solution.
FALSE,FALSE,NBCNews Here's why the Germanwings crash scenario is less likely in the U.S. http//t.co/fQgYfiEdUd http//t.co/wkFGqJwWù
FALSE,FALSE,NBCNews Here's why the Germanwings crash scenario is less likely in the U.S. http//t.co/NxaYTKGksL http//t.co/BNDMgRZù  seriously?
FALSE,FALSE,NBCNews Really? It is not a competition...
FALSE,FALSE,.NBCNews Here's why the Germanwings crash scenario is less likely in the U.S. http//t.co/CYgnODvWG http//t.co/CvpeNBkù
FALSE,FALSE,NBCNews the cockpit door not that unbreakable
FALSE,FALSE,"NBCNews well now that you've said it, I'll say this, Americans have REALLY short memories. Do I have to remind you of /?
Stupid"
FALSE,FALSE,NBCNews areyou  I wonder if there is a toilet in the pilot's compartment in case of illness?
FALSE,TRUE,These are the cliffs Germanwings rescuers are up against in SeyneLesAlpes. A brand new hour of AC begins now http//t.co/cvHAxyKUr
FALSE,FALSE,"AC It begs the question, why was the onboard autopilot allowed to be reprogrammed without confirmation by both the pilot and copilot?"
FALSE,FALSE,"AC   face appears on moon,  blobs are eyes under is a nose lips and chin. Face of the promised saviour. http//t.co/yiIQmB"
FALSE,FALSE,"AC CNN ...what if those inside the cockpit are the TERROISTS, should we consider that this could happen again if this be the case?"
FALSE,FALSE,.AC why are there rescuers? I thought everybody died.
FALSE,FALSE,AC CNN Too bad Benghazi did get this kind of wall to wall coverage. You clowns applauded the lies and coverup by Clinton etal.
FALSE,FALSE,AC CNN I don't think they're rescuers at this point
FALSE,FALSE,AC CNN wow
FALSE,FALSE,"AC CNN ""rescuers""? Not quite."
FALSE,FALSE,AC CNN why keep calling them rescuers?
FALSE,FALSE,politicalcheeze AC the other pilot was locked out of the cockpit. You can literally be able to do anything in there.
FALSE,FALSE,AC EricdeMarylebon Thank you for RT deeply appreciate the big Q abt the pilot he has Bio Polar how come he had a clearance to fly?
FALSE,FALSE,"NarcisseNars Er, I think you mean BiPolar Disorder aka Manic Depression). From what I've heard it was a depressive illness which he hid."
FALSE,FALSE,NarcisseNars You're most welcome
FALSE,FALSE,Billd megynkelly That's a big fat nopity nope &amp you make an excellent point. Would it have helped here? I don't know.
FALSE,FALSE,megynkelly Good evening Megyn I would unfortunately yes it could 
FALSE,FALSE,"megynkelly ahhhhhhh,  what was that trailer for ? I was in the bathroom. ....anyone ?"
FALSE,FALSE,megynkelly Sadly it might.  Too much stress these days.  Sad for all those murdered.
FALSE,FALSE,megynkelly It could happen but we have different rules in the cockpit which helps. But who know what to look for.
FALSE,FALSE,megynkelly Great panel tonight The discussion was interesting &amp Kathleen Bangs quote about suicide was really enlightening. Germanwings
FALSE,FALSE,"megynkelly CNNReliable ""expert panel"" to the conclusion of, wait for it, TERRORISM. too late, she corrected herself, so funny"
FALSE,FALSE,megynkelly great time to create a scandal just saw Obama was involved
FALSE,FALSE,megynkelly Yes of course it could. Maybe we should start doing psychiatric evaluations on our pilots randomly to eliminate some threats.
FALSE,TRUE,"A copilot deliberately crashed the Germanwings plane killing  people yet ""there was no indication that it is an act of terrorism""? Pftt"
FALSE,FALSE,angelpakaigucci paling teruk pon depa akan cakap copilot tu ada masalah mental. Never a terrorist
FALSE,FALSE,"angelpakaigucci  they dont want to scare anyone by saying that word ""Terrorism"""
FALSE,TRUE,"To cap its liability, the airline has to prove it was without fault  Aviation Attorney Justin Green on Germanwings http//t.co/lsBZkwGA"
FALSE,FALSE,"AC justingreen Dude, too soon. What people are worth... $k. Stop talking. Move on."
FALSE,FALSE,AC  sounds like he was asleep. If he was awake then the human body adrenaline would've made him breathe harder. Germanwings
FALSE,FALSE,AC Must your show post pictures of the copilots evilness? No one cares what he looks like.  Let's honour the victims instead.
FALSE,FALSE,AC question...why auto pilot not set up with maxi and min altitude and speed limit like car with min speed?
FALSE,FALSE,"LASTSOUNDBENDER AC why would there be adrenaline, he may have been quite calm having already made this sick decision."
FALSE,FALSE,AC Still no explanation for reporting 'old' news nor a link to a livestream? Come on journalism is about sharing info
FALSE,FALSE,AC Germanwings will go bankrupt after a massive lawsuit.
FALSE,FALSE,LASTSOUNDBENDER AC There's a digit code  unlock door that all pilots know. Copilot consciously set descent AND prevented unlocking.
FALSE,FALSE,".AC mrsunlawyer Is this a FIRST, murder by computer hacking?"
FALSE,FALSE,AC Money is talking
FALSE,FALSE,"AC Mirrors wouldn't hv prevented this. My guess is copilot received diagnosis of RA, Fibro or similar &amp feared an end to his career. SAD"
FALSE,TRUE,APThings to know for Fri. Turmoil escalates in Yemen How airlines are responding to Germanwings crash http//t.co/FHFMJtSNpm
FALSE,FALSE,WSJ Thank goodness the media was there to snap their photo to share with all of us
FALSE,FALSE,WSJ So sad and tragic. I could not imagine the feeling. God bless these people
FALSE,FALSE,WSJ just horrible
FALSE,FALSE,"WSJ my heart aches for you, I know your pain."
FALSE,FALSE,WSJ praying for these heart broken families. God bless them and give them comfort and peace.
FALSE,FALSE,WSJ GermanWings FPhantom crash mph hits ConcreteWall DrEd https//t.co/wOhFkKxhm From https//t.co/ObfUfQRD
FALSE,FALSE,WSJ  GermanWings A PilotsNoFlyNoseDoors http//t.co/zmhXhmea OffCourse BarcelonaDusseldorf DrEd http//t.co/uBwbqAmJn
FALSE,FALSE,"WSJ  coming from a person who lost his mother in a  commercial plane crash, my heart and prayers are with you families of Germanwings"
FALSE,FALSE,"WSJ So sad, God bless them."
FALSE,FALSE,WSJ maybe the pilots should take a walk in the isle before takeoff to feel the passengers they are trusted with.
FALSE,FALSE,WSJ tough tough day for the families
FALSE,FALSE,RT WSJ Relatives of those who died on board Germanwings Flight gathered near the crash site http//t.co/FUuJrGXjz http//t.co/CWRXlfG
FALSE,FALSE,WSJ Lord have mercy.
FALSE,FALSE,"WSJ condolences with deprived, may Allah blessed them with peace and patience."
FALSE,FALSE,NateGelber WSJ ditto such an invasion of their grief.
FALSE,FALSE,dbaysal WSJ because that would work. Not
FALSE,FALSE,WSJ because it is a lot harder to commit such action when you are face to face with the people rather than sitting in the lonely cockpit
FALSE,TRUE,The horror. Itôs all there in the sound of Lubitz breathing.ù PGourevitch on the Germanwings crash http//t.co/EkhiZwRP
FALSE,FALSE,NewYorker PGourevitch I have heard or read that somewhere. But was he really breathing so heavily that it could actually be heard?
FALSE,FALSE,NewYorker PGourevitch YESA Conradian moment on all levals.
FALSE,FALSE,"NewYorker PGourevitch All I can hear is some short breathed, diary style writing, which, hundred years ago, would have stayed private."
FALSE,FALSE,NewYorker PGourevitch jesus.
FALSE,FALSE,.NewYorker PGourevitch It did not matter who he was. What mattered was his plan.
FALSE,FALSE,Excellent piece by PGourevitch on GermanWingsCrash MT NewYorker  http//t.co/ETtOfDIIua CricksPicks Germanwings
FALSE,FALSE,NewYorker The horror. Itôs all there in the sound of Lubitz breathing.ù PGourevitch on the Germanwings crash http//t.co/nltIkswegù
FALSE,FALSE,"Intense read NewYorker ""The horror all there in the sound of Lubitz breathing.PGourevitch the Germanwings crash http//t.co/YKxiWvaBù"
FALSE,FALSE,NewYorker The horror. Itôs all there in the sound of Lubitz breathing.ù PGourevitch on the Germanwings crash http//t.co/kvzffygRXù
FALSE,FALSE,"NewYorker awful Suicide is a terrible, preventable tragedy, but when you selfishly take  souls with you, I can never connect"
FALSE,FALSE,"NewYorker PGourevitch Thanks.  We are not a part of pitiless disorder, we think, until we are I guess."
FALSE,FALSE,This story offers us only a cosmic meaninglessness and bewilderment.' NewYorker PGourevitch Germanwingscrash http//t.co/zreCoPQù
FALSE,FALSE,". NewYorker EHolmesWSJ PGourevitch ""the screams of the passengers"" Oofff"
FALSE,FALSE,"NewYorker PGourevitch why did the kamikaze kill all those germans?
https//t.co/jCmNfpIoSM"
FALSE,FALSE,NewYorker The horror. Itôs all there in the sound of Lubitz breathing.ù PGourevitch on the Germanwings crash http//t.co/KqemDOfQPAù
FALSE,TRUE,"Look, if Obama had cut taxes on the rich, then they'd all buy private jets and flight safety would just trickle down to Germanwings"
FALSE,FALSE,"TeaPartyCat We don't deserve better safety.

The dead need tax breaks."
FALSE,FALSE,TeaPartyCat dude. not cool
FALSE,FALSE,TeaPartyCat  Cruel  but get the very valid point.
FALSE,FALSE,TeaPartyCat too soon?
FALSE,FALSE,"TeaPartyCat Dude....a bit too soon. Let the dead rest, and don't lets exploit them for political laughs..."
FALSE,FALSE,TeaPartyCat aaaaaaand you Win
FALSE,FALSE,TeaPartyCat Your tweet makes no sense. Flight safety chiefly emanates from accidents.
FALSE,FALSE,TeaPartyCat A bit too soon considering what we learned today. Like ur tweets but u r tone deaf on this one.
FALSE,FALSE,TeaPartyCat  Not funny.
FALSE,FALSE,TeaPartyCat Love your stuff TPC but this one is too soon.
FALSE,FALSE,"TeaPartyCat NOT too soon. The right wing idiots never rest or stop, you shouldn't either. Great post"
FALSE,FALSE,"TeaPartyCat There's this Germanwings pilot had a secret gay torment. WE cause ALL disasters, natural or artificial. http//t.co/ddIiOzXbp"
FALSE,FALSE,TeaPartyCat know what kitty? That was freakin h i l a r i o u s. Ignore da wankers.
FALSE,TRUE,A look at the cockpitsecurity measures that prevented Germanwings pilot from reentering http//t.co/vRvMEz http//t.co/CXROfyWrBH
FALSE,FALSE,latimes scary
FALSE,FALSE,latimes it is time to know your pilot's religion first before you board
FALSE,TRUE,A tribute to the lives lost in Germanwings crash set to music from OlegBryjak &amp MariaRadner http//t.co/UqHXLcnSk http//t.co/LKWqgecgbX
FALSE,FALSE,ac Here is a song for you. Real straight men claiming to be brave so I give them pyche test.
FALSE,FALSE,AC Yes Indeed may they R.I.P..
FALSE,FALSE,AC R.I.P.WingedLives. Thinking of all of you tonight and of the fact that you WILL be remembered by millions.
FALSE,FALSE,AC A tribute  lives lost in Germanwings crash  to music OlegBryjak &amp MariaRadner http//t.co/BbKkWWo U  MH
FALSE,FALSE,"AC prayers out  those scared souls who died by an evil man on a mission,Ontario Canada grieves with U &amp will ever keep U N our prayers"
FALSE,FALSE,MT AC A tribute to the lives lost in Germanwings crash set to music from OlegBryjak &amp MariaRadner  http//t.co/fiIErKklù CNBC
FALSE,TRUE,RT Sponkymusiclady Especially sent to the families of the Germanwings terrorist attack http//t.co/qtAtLBdrr
FALSE,TRUE,Airlines begin requiring  crew members in cockpit at all times after Germanwings crash http//t.co/buOyfkjx
FALSE,FALSE,"WNTonight They might wanna consider wearing  Depends like former Astronaut, LisaNowak, to cutdown on BathroomBREAKS too"
FALSE,FALSE,WNTonight I thought this was already proper protocol...
FALSE,FALSE,WNTonight That's reasonable Pilot can always pee in a bottle or cup and it would not be necessary to leave the cockpit.
FALSE,TRUE,This video shows how the cockpit door of the crashed Germanwings plane was designed to work http//t.co/iZtwEHHNN http//t.co/nUcxvru
FALSE,FALSE,SkyNews very interesting informations  thank u sky news
FALSE,FALSE,.SkyNews Victor_Glotov I'm pretty sure this story is a hoax.
FALSE,FALSE,SkyNews Thanks for the Disney advert alongside such a serious subject. Serious news organisation?
FALSE,FALSE,SkyNews really? Is this is joke? Where are the real news stories? You are an absolute joke. Get some serious journos to work at Sky
FALSE,FALSE,SkyNews no matter how easy it is to do. A bit irresponsible to broadcast it
FALSE,FALSE,"SkyNews ""Lock"" / ""Unlock"" Blimey, would never have guessed. If it wasn't linked to such a terrible story it'd be funny"
FALSE,TRUE,Thoughts and prayers to the families and friends of the passengers of Germanwings Flight . Beyond https//t.co/frHVQEr
FALSE,FALSE,geoffjohns grantgust follwomeee
FALSE,FALSE,geoffjohns grantgust  grantt
FALSE,FALSE,geoffjohns grantgust heyy
FALSE,FALSE,geoffjohns grantgust plsss
FALSE,FALSE,geoffjohns I know why this touches you as deeply as it does. Thank you for sharing your past.
FALSE,FALSE,"alanlmatthews Thanks, Alan."
FALSE,FALSE,"geoffjohns You bet, Geoff."
FALSE,FALSE,"geoffjohns that must seriously hit home, stay strong brother."
FALSE,FALSE,geoffjohns grantgust Keep quiet for a minute.... 
FALSE,FALSE,geoffjohnsèá
FALSE,FALSE,geoffjohns grantgust 
FALSE,FALSE,geoffjohns Germanwings A's crash? http//t.co/yTAEdqyh
TRUE,TRUE,BREAKING We got reports the crash could be an Airbus A Germanwings between Barcelona and Dusseldorf.
TRUE,FALSE,airlivenet no deutch compagnie flight from Marignane this morning
TRUE,FALSE,airlivenet Flightradar shows a gradual descent over the final  minutes http//t.co/DxbxCZPEn
TRUE,FALSE,airlivenet U flight?
TRUE,FALSE,airlivenet Lost height...but speed constant... http//t.co/HMAwydIQ
TRUE,FALSE,"airlivenet KayBurley 
Another Airline disaster. What's going wrong?
FoxNews AP piersmorgan BBCWorld LouiseMensch nytimes nypost"
TRUE,FALSE,Gadver airlivenet BREAKING We got reports the crash could be an Airbus A Germanwings between Barcelona and Dusseldorf.ù
TRUE,FALSE,"NathBoiss airlivenet OK, thank you."
TRUE,TRUE, PEOPLE ON BOARD GERMANWINGS AIRBUS A THAT CRASHED IN SOUTHERN FRANCE
TRUE,FALSE,minefornothing rip
TRUE,FALSE,minefornothing +  crew
TRUE,TRUE,BREAKING GermanWings A Crash in Southern France
TRUE,FALSE,"stefandevries BREAKING  Germanwings plane crashes in France, up to  believed dead
http//t.co/HWyOPGobie"
TRUE,TRUE,BREAKING  A Germanwings Airbus A plane reportedly crashed in the region of Digne French Alps) Flightradar  French TV itele
TRUE,FALSE,"SallyRMelb hamishNews Shit

That's horrible. A full service I pressume. Hope it's not true. Fingers crossed."
TRUE,TRUE,"Sad news, plane crashed in southern France http//t.co/KCklKRzZ GermanWings"
TRUE,FALSE,"LindaSharkey BREAKING  Germanwings plane crashes in France, up to  believed dead
http//t.co/HWyOPGobie"
TRUE,FALSE,LindaSharkey bad News Had luck
TRUE,FALSE,LindaSharkey high probability due to a bomb  mohammedans % propbalility terrorists doing this kind of jihad actions. Pope support terror
TRUE,FALSE,LindaSharkey Possible explanation? incapacitated aerotoxic http//t.co/lcBvIsx
TRUE,TRUE,"Airbus passenger plane crashed in French Alps said to belong to Lufthansa subsidiary Germanwings, flying BarceloneDusseldorf"
TRUE,FALSE,"marcburleigh BREAKING  Germanwings plane crashes in France, up to  believed dead
http//t.co/HWyOPGobie"
TRUE,TRUE," passengers on board GermanWings plane which has crashed in French Alps, according to AFP"
TRUE,FALSE,"Airbus A. RT hamishNews  passengers on board GermanWings plane which has crashed in French Alps, according to AFP"
TRUE,FALSE,hamishNews geezuz.
TRUE,FALSE,hamishNews Oh No not another plane down Å≥
TRUE,FALSE,"hamishNews BREAKING  Germanwings plane crashes in France, up to  believed dead
http//t.co/HWyOPGobie"
TRUE,TRUE,Several European news agencies reporting an accident involving a Germanwings Airbus A in southern France. Developing... breaking
TRUE,FALSE,NYCAviation more and more running with it û minefornothing  PEOPLE ON BOARD GERMANWINGS AIRBUS A THAT CRASHED IN SOUTHERN FRANCE
TRUE,FALSE,"NYCAviation BREAKING  Germanwings plane crashes in France, up to  believed dead
http//t.co/HWyOPGobie"
TRUE,TRUE,Germanwings Airbus A crashes in French Alps near Digne http//t.co/yNlWbNJmYI
TRUE,FALSE,BBCBreaking BBCNews CharlieHorlock max_kretzschmar
TRUE,FALSE,BBCBreaking Germanwings Airbus A crashes in French Alps near Digne http//t.co/VyfwZhDhtcù another plane crash.. Oh God.
TRUE,FALSE,BBCBreaking Germanwings Airbus A crashes in French Alps near Digne http//t.co/RVUOUMDzù
TRUE,FALSE,BBCBreaking Germanwings Airbus A crashes in French Alps near Digne http//t.co/BSEGOyEjù flying today and THIS is not what I see /
TRUE,FALSE,RT BBCBreaking Germanwings Airbus A crashes in French Alps near Digne http//t.co/MBqXYOZ
TRUE,FALSE,RT BBCBreaking Germanwings Airbus A crashes in French Alps near Digne http//t.co/QHFawSFù
TRUE,FALSE,Iôm getting more skeptical of flying. RT BBCBreaking Germanwings Airbus A crashes in French Alps near Digne http//t.co/wuQfYMbNCP
TRUE,FALSE,BBCBreaking awful news  
TRUE,FALSE,BBCBreaking Germanwings Airbus A crashes in French Alps near Digne http//t.co/VgscOlmnwù CLawtown pruesiemsgluess
TRUE,FALSE,RT BBCBreaking Germanwings Airbus A crashes in French Alps near Digne http//t.co/gDFzIXEW
TRUE,FALSE,"BBCBreaking Germanwings Airbus A crashes in French Alps near Digne http//t.co/bHsinDQù

Oh Jeez, no"
TRUE,FALSE,RT BBCBreaking Germanwings Airbus A crashes in French Alps near Digne http//t.co/XowawsXF
TRUE,FALSE,RT BBCBreaking Germanwings Airbus A crashes in French Alps near Digne http//t.co/OJeJSNtgwvù
TRUE,FALSE,BreakingNews BBCBreaking Germanwings Airbus A crashes in French Alps near Digne http//t.co/OYECGiYtfEù BREAKING planecrash
TRUE,FALSE,Yikes  RT BBCBreaking Germanwings Airbus A crashes in French Alps near Digne http//t.co/EZcgrQxie
TRUE,FALSE,BBCBreaking omg
TRUE,FALSE,BBC says  passengers &amp  crew wibc RT BBCBreaking Germanwings Airbus A crashes in French Alps near Digne http//t.co/jAQYbUXgO
TRUE,FALSE,MissWitch BBCBreaking millions of flights happen everyday. This is only one.
TRUE,FALSE,Granabanana I do know that
TRUE,FALSE,MissWitch then don't panic. You can always sail if you like )
TRUE,FALSE,Granabanana Not to Amsterdam Itl take too long.
TRUE,FALSE,verylastone ± Horrible news.
TRUE,FALSE,dorome The worst 
TRUE,FALSE,verylastone dorome ¢ that's terrible
TRUE,FALSE,. LoveNotH dorome Just heard No survivors 
TRUE,FALSE,verylastone dorome my heart is with the loved ones û
TRUE,FALSE,"LoveNotH verylastone Yes, it is. ∞ Sounds like there are no survivors."
TRUE,FALSE,"´thousands, not millions, of planes daily/globally  millions of daily flyers/passengers, yes).Granabanana]MissWitch BBCBreaking"
TRUE,FALSE,LIVE_COVERAGE MissWitch BBCBreaking I didn't mean millions literally ) figure of speech
TRUE,FALSE,"´ok,Good.))GranabananaôMissWitch§BBCBreaking"
TRUE,TRUE,BREAKING A crashed could be Germanwings flight U from Barcelona to Dusseldorf. http//t.co/FJvYwojt
TRUE,FALSE,airlivenet BREAKING A crashed could be Germanwings flight U from Barcelona to Dusseldorf. http//t.co/zkUXGpCSgkù
TRUE,FALSE,neilmac airlivenet BREAKING A crashed could be Germanwings flight U from Barcelona to Dusseldorf. http//t.co/JLnvDEnlmlù
TRUE,FALSE,airlivenet BREAKING A crashed could be Germanwings flight U from Barcelona to Dusseldorf. http//t.co/DfyfNuCù OmarJuve
TRUE,FALSE,FOK airlivenet BREAKING A crashed could be Germanwings flight U from Barcelona to Dusseldorf. http//t.co/nfjRYzù
TRUE,FALSE,With  onboard. RTairlivenet  A crash could be Germanwings flight U from Barcelona to Dusseldorf. http//t.co/RrGOcDJù
TRUE,FALSE,L'area dove sarebbe caduto il volo Germanwings U via airlivenet http//t.co/oKErwHoAQù
TRUE,FALSE,RTairlivenet BREAKING A crashed could be Germanwings flight U from Barcelona to Dusseldorf. http//t.co/lHesPhAYù
TRUE,FALSE,airlivenet LamyaeA RTLZ extra uitzending.
TRUE,FALSE, airlivenet BREAKING A crashed could be Germanwings flight U from Barcelona to Dusseldorf. http//t.co/qDbgWQ
TRUE,FALSE,airlivenet A crashed could be Germanwings flight U from Barcelona to Dusseldorf. http//t.co/JUuepwkIKùhow unfortunate
TRUE,FALSE,. airlivenet shit dylweet
TRUE,FALSE,airlivenet SophatSoeung *could be being the operative word. Be respectful to families involved and don't speculate
TRUE,FALSE,grillteam airlivenet fuck I flew with them last year no lie
TRUE,FALSE,dylweet airlivenet you're touched
TRUE,FALSE,dylweet grillteam airlivenet I need footage for this crash wankbank
TRUE,FALSE,lurchielurchie dylweet airlivenet air crash investigation
TRUE,FALSE,grillteam dylweet airlivenet love that show but too many episodes where the plane doesn't even crash
TRUE,TRUE,BREAKING  passengers were on board GermanWings Airbus A which has crashed in the southern French Alps http//t.co/VxxvrUXmV
TRUE,FALSE,BREAKING  passengers were on board GermanWings Airbus A which has crashed in the southern French Alps  AlArabiya_Eng
TRUE,FALSE,"rConflictNews BREAKING  passengers were on board GermanWings Airbus A, crashed in the southern French Alps  AlArabiya_Engù ∞"
TRUE,FALSE,AlArabiya_Eng Terrible
TRUE,FALSE,"UPDATE Plane crash in south of France had  passengers,  pilots and  crew."
TRUE,FALSE,rConflictNews AlArabiya_Eng Prayers going up. How sad.
TRUE,FALSE,AlArabiya_Eng  passengers were on board GermanWings Airbus A which has crashed in the southern French Alps http//t.co/VSqaycAsIGù
TRUE,FALSE,rConflictNews AlArabiya_Eng No crew???? Those passengers were all on their own? Wtf
TRUE,FALSE,rConflictNews AlArabiya_Eng  souls on board they say now. RIP to all of them
TRUE,FALSE,rConflictNews sahla_sing what happened
TRUE,TRUE,French police have confirmed that an Airbus operated by Germanwings has crashed in Southern France
TRUE,FALSE,RT ReutersAero French police have confirmed that an Airbus operated by Germanwings has crashed in Southern Franceù
TRUE,FALSE,reutersaero matthewpdown Reuters &lt Ratspiss MSM. Never use as source. Bias. Untrustworthy. Presstitute CIA whore.
TRUE,FALSE,ReutersAero Flightglobal survivors?
TRUE,TRUE,BREAKING a Germanwings A has crashed in the French Alps with  passengers on board NewsAUS
TRUE,FALSE,RT tomsteinfort BREAKING a Germanwings A has crashed in the French Alps with  passengers on board NewsAUSù
TRUE,TRUE,We get reports about an Germanwings A crash. Flight U was lost from Flightradar at  feet near Digne in southern France.
TRUE,FALSE,flightradar Is possible to post a link to flight history?
TRUE,FALSE,RT flightradar We get reports about an Germanwings A crash. Flight U was lost from Flightradar  f near Digne southern FR
TRUE,FALSE,flightradar ? low...
TRUE,FALSE,flightradar HCE__ https//t.co/CuwmNeMh flight log
TRUE,FALSE,"flightradar Crash confirmed by French authorities. 
http//t.co/JOTrdTDMi"
TRUE,FALSE,"AlexeyIvakhov flightradar That's mountain country, with plenty of peaks over m ft)."
TRUE,FALSE,flightradar reports about an Germanwings crash. Flight lost at  ft near Digne France.ù &gtnot good reading after landed in Stassburg
TRUE,FALSE,daveoflynn that's what i meant...
TRUE,FALSE,RT flightradar We get reports about an Germanwings A crash. Flight U was lost from Flightradar at  feet near Digne. OMG ±
TRUE,FALSE,Denizion flightradar http//t.co/XGIfRuO
TRUE,FALSE,AlexeyIvakhov Oops. Sorry misunderstood.
TRUE,FALSE,"daveoflynn no p, very sad.."
TRUE,FALSE,WillemUK flightradar reports about an Germanwings crash.ù &gtnot good reading after landed in Stassburgù &ltNeverGoodIndeed
TRUE,FALSE,SunnyTailor http//t.co/eSHJkKW so sorry
TRUE,FALSE,"BeeMH Ja, es ist ºberall jetzt.... mir wird schlecht..."
TRUE,FALSE,BeeMH SunnyTailor so sorry to hear..
TRUE,FALSE,SunnyTailor ZDZ einscalten
TRUE,FALSE,"AlexeyIvakhov It's about min away from where I live, and close to where I ski. Hits hard."
TRUE,FALSE,daveoflynn it hurts...
TRUE,FALSE,"BeeMH Ja, es l§uft auf allen Programmen. Ich muss erst mal bei uns im Forum gucken, dahintersteckt mehr Infos. Ist LH Tochter"
TRUE,FALSE,"SunnyTailor ich weiss, tut mir so leid"
